source,listing_id,title,address,city,chain,broker,price,status,published,snapshot_at,last_seen_at
DNB,b8f16a82-2a0a-4de8-9f01-08ddfb41677a,"Stort frittstående naust i naturskjønne omgivelser i Aldersundet. Vei helt fram, innlagt strøm","Naust i Aldersundet, 8730, Bratland, BRATLAND, LURØY, NORDLAND, Norge",Bratland,DNB Eiendom,Finn Hugo Amundsen,708340.0,available,2025-09-24T17:31:17.871Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455687+00:00
DNB,b8f16a82-2a0a-4de8-9f01-08ddfb41677a,"Stort frittstående naust i naturskjønne omgivelser i Aldersundet. Vei helt fram, innlagt strøm","Naust i Aldersundet, 8730, Bratland, BRATLAND, LURØY, NORDLAND, Norge",Bratland,DNB Eiendom,Finn Hugo Amundsen,708340.0,available,2025-09-24T17:31:17.871Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455693+00:00
DNB,b8f16a82-2a0a-4de8-9f01-08ddfb41677a,"Stort frittstående naust i naturskjønne omgivelser i Aldersundet. Vei helt fram, innlagt strøm","Naust i Aldersundet, 8730, Bratland, BRATLAND, LURØY, NORDLAND, Norge",Bratland,DNB Eiendom,Christian Hauge,708340.0,available,2025-09-24T17:31:17.871Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455698+00:00
DNB,59fc54b5-8187-4d61-9f00-08ddfb41677a,Selveierleilighet 2 etg - Lys og romslig 3-roms med solrik balkong og garasjeplass,"Slemdalstun 9, 3717, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Torgeir Halsen,2670236.0,available,2025-09-24T16:56:31.168Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455907+00:00
DNB,59fc54b5-8187-4d61-9f00-08ddfb41677a,Selveierleilighet 2 etg - Lys og romslig 3-roms med solrik balkong og garasjeplass,"Slemdalstun 9, 3717, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Torgeir Halsen,2670236.0,available,2025-09-24T16:56:31.168Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455912+00:00
DNB,59fc54b5-8187-4d61-9f00-08ddfb41677a,Selveierleilighet 2 etg - Lys og romslig 3-roms med solrik balkong og garasjeplass,"Slemdalstun 9, 3717, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Silje Kristine Vestskog,2670236.0,available,2025-09-24T16:56:31.168Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455918+00:00
DNB,59fc54b5-8187-4d61-9f00-08ddfb41677a,Selveierleilighet 2 etg - Lys og romslig 3-roms med solrik balkong og garasjeplass,"Slemdalstun 9, 3717, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Nicolai Endresen Fiveland,2670236.0,available,2025-09-24T16:56:31.168Z,2025-09-24 20:01:28,2025-09-24T20:01:28.455923+00:00
DNB,60ffcd32-4ffc-4e64-9eff-08ddfb41677a,Fin og romslig 2-roms selveierleilighet | Solrik balkong med fin utsikt | Garasjeplass | Nærhet til flotte turområder,"Kaldslettvegen 54, 9020, Tromsdalen, TROMSDALEN, TROMSØ, TROMS, Norge",Tromsdalen,DNB Eiendom,Ola Sollied Halvorsen,3065840.0,available,2025-09-24T16:49:23.669Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456086+00:00
DNB,60ffcd32-4ffc-4e64-9eff-08ddfb41677a,Fin og romslig 2-roms selveierleilighet | Solrik balkong med fin utsikt | Garasjeplass | Nærhet til flotte turområder,"Kaldslettvegen 54, 9020, Tromsdalen, TROMSDALEN, TROMSØ, TROMS, Norge",Tromsdalen,DNB Eiendom,Christian Hauge,3065840.0,available,2025-09-24T16:49:23.669Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456091+00:00
DNB,14e377be-3c19-4331-9efd-08ddfb41677a,Attraktivt enderekkehus med oppgraderingsbehov | Vestvendt terrasse med hagedel | Sentralt ,"Århusvegen 55A, 3723, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Vetle Ljosland Karlberg,2875286.0,available,2025-09-24T16:16:26.834Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456259+00:00
DNB,14e377be-3c19-4331-9efd-08ddfb41677a,Attraktivt enderekkehus med oppgraderingsbehov | Vestvendt terrasse med hagedel | Sentralt ,"Århusvegen 55A, 3723, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Vetle Ljosland Karlberg,2875286.0,available,2025-09-24T16:16:26.834Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456264+00:00
DNB,14e377be-3c19-4331-9efd-08ddfb41677a,Attraktivt enderekkehus med oppgraderingsbehov | Vestvendt terrasse med hagedel | Sentralt ,"Århusvegen 55A, 3723, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Roger Halvorsen,2875286.0,available,2025-09-24T16:16:26.834Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456270+00:00
DNB,14e377be-3c19-4331-9efd-08ddfb41677a,Attraktivt enderekkehus med oppgraderingsbehov | Vestvendt terrasse med hagedel | Sentralt ,"Århusvegen 55A, 3723, Skien, SKIEN, SKIEN, TELEMARK, Norge",Skien,DNB Eiendom,Silje Kristine Vestskog,2875286.0,available,2025-09-24T16:16:26.834Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456275+00:00
DNB,600535c4-eeeb-46df-9efc-08ddfb41677a,Romslig enebolig med flott utsikt | Stor tomt | Landlig og solrik beliggenhet,"Kodalveien 506, 3243, Kodal, KODAL, SANDEFJORD, VESTFOLD, Norge",Kodal,DNB Eiendom,Robert Isachsen,3890000.0,available,2025-09-24T16:00:27.506Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456476+00:00
DNB,600535c4-eeeb-46df-9efc-08ddfb41677a,Romslig enebolig med flott utsikt | Stor tomt | Landlig og solrik beliggenhet,"Kodalveien 506, 3243, Kodal, KODAL, SANDEFJORD, VESTFOLD, Norge",Kodal,DNB Eiendom,Robert Isachsen,3890000.0,available,2025-09-24T16:00:27.506Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456482+00:00
DNB,600535c4-eeeb-46df-9efc-08ddfb41677a,Romslig enebolig med flott utsikt | Stor tomt | Landlig og solrik beliggenhet,"Kodalveien 506, 3243, Kodal, KODAL, SANDEFJORD, VESTFOLD, Norge",Kodal,DNB Eiendom,Kristin J.  Sæther,3890000.0,available,2025-09-24T16:00:27.506Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456487+00:00
DNB,f083071a-11f2-4957-9efb-08ddfb41677a,Tiltalende 4-roms selveier med generøs takhøyde | Bygg fra 2008 | Solrik balkong | Garasje | Attraktiv beliggenhet!,"Torødveien 22D, 3135, Torød, TORØD, FÆRDER, VESTFOLD, Norge",Torød,DNB Eiendom,Karsten Thorberg,3793590.0,available,2025-09-24T15:55:29.786Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456677+00:00
DNB,f083071a-11f2-4957-9efb-08ddfb41677a,Tiltalende 4-roms selveier med generøs takhøyde | Bygg fra 2008 | Solrik balkong | Garasje | Attraktiv beliggenhet!,"Torødveien 22D, 3135, Torød, TORØD, FÆRDER, VESTFOLD, Norge",Torød,DNB Eiendom,Karsten Thorberg,3793590.0,available,2025-09-24T15:55:29.786Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456683+00:00
DNB,f083071a-11f2-4957-9efb-08ddfb41677a,Tiltalende 4-roms selveier med generøs takhøyde | Bygg fra 2008 | Solrik balkong | Garasje | Attraktiv beliggenhet!,"Torødveien 22D, 3135, Torød, TORØD, FÆRDER, VESTFOLD, Norge",Torød,DNB Eiendom,Silje Kristine Vestskog,3793590.0,available,2025-09-24T15:55:29.786Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456688+00:00
DNB,bef3ce1e-3f16-4c5f-1f10-08dde104d58c,Klassisk og sjarmerende enebolig med nydelig fjordutsikt - Solrike uteplasser og stor hage - Barnevennlig beliggenhet!,"Svelvikveien 190, 3037, Drammen, DRAMMEN, DRAMMEN, BUSKERUD, Norge",Drammen,DNB Eiendom,Ann-Kristin Salvesen,5946090.0,available,2025-09-24T15:37:27.041Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456980+00:00
DNB,bef3ce1e-3f16-4c5f-1f10-08dde104d58c,Klassisk og sjarmerende enebolig med nydelig fjordutsikt - Solrike uteplasser og stor hage - Barnevennlig beliggenhet!,"Svelvikveien 190, 3037, Drammen, DRAMMEN, DRAMMEN, BUSKERUD, Norge",Drammen,DNB Eiendom,Ann-Kristin Salvesen,5946090.0,available,2025-09-24T15:37:27.041Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456986+00:00
DNB,bef3ce1e-3f16-4c5f-1f10-08dde104d58c,Klassisk og sjarmerende enebolig med nydelig fjordutsikt - Solrike uteplasser og stor hage - Barnevennlig beliggenhet!,"Svelvikveien 190, 3037, Drammen, DRAMMEN, DRAMMEN, BUSKERUD, Norge",Drammen,DNB Eiendom,Ina Allum,5946090.0,available,2025-09-24T15:37:27.041Z,2025-09-24 20:01:28,2025-09-24T20:01:28.456991+00:00
DNB,2bcbd2a9-b2d2-435a-9ef9-08ddfb41677a,Romslig og fin hytte ettertraktet beliggenhet på Hafjelltoppen | Langrennsløyper og alpinbakken i umiddelbar nærhet,"Lunnstadmyrvegen 416, 2636, Øyer, ØYER, ØYER, INNLANDET, Norge",Øyer,DNB Eiendom,Martin Slåttholm Sønsteli,12304840.0,available,2025-09-24T15:30:30.351Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457251+00:00
DNB,2bcbd2a9-b2d2-435a-9ef9-08ddfb41677a,Romslig og fin hytte ettertraktet beliggenhet på Hafjelltoppen | Langrennsløyper og alpinbakken i umiddelbar nærhet,"Lunnstadmyrvegen 416, 2636, Øyer, ØYER, ØYER, INNLANDET, Norge",Øyer,DNB Eiendom,Martin Slåttholm Sønsteli,12304840.0,available,2025-09-24T15:30:30.351Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457257+00:00
DNB,2bcbd2a9-b2d2-435a-9ef9-08ddfb41677a,Romslig og fin hytte ettertraktet beliggenhet på Hafjelltoppen | Langrennsløyper og alpinbakken i umiddelbar nærhet,"Lunnstadmyrvegen 416, 2636, Øyer, ØYER, ØYER, INNLANDET, Norge",Øyer,DNB Eiendom,Ingrid Kvernes,12304840.0,available,2025-09-24T15:30:30.351Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457262+00:00
DNB,ebe565e8-7c48-4bbf-1f84-08dde3a24697,Flott 2-roms m/balkong | Carport | Sentralt | Kort vei alle bymessige fasiliteter,"Magasingata 10, 3303, Hokksund, HOKKSUND, ØVRE EIKER, BUSKERUD, Norge",Hokksund,DNB Eiendom,Ann-Kristin Salvesen,2512340.0,available,2025-09-24T15:29:41.876Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457448+00:00
DNB,ebe565e8-7c48-4bbf-1f84-08dde3a24697,Flott 2-roms m/balkong | Carport | Sentralt | Kort vei alle bymessige fasiliteter,"Magasingata 10, 3303, Hokksund, HOKKSUND, ØVRE EIKER, BUSKERUD, Norge",Hokksund,DNB Eiendom,Ann-Kristin Salvesen,2512340.0,available,2025-09-24T15:29:41.876Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457454+00:00
DNB,ebe565e8-7c48-4bbf-1f84-08dde3a24697,Flott 2-roms m/balkong | Carport | Sentralt | Kort vei alle bymessige fasiliteter,"Magasingata 10, 3303, Hokksund, HOKKSUND, ØVRE EIKER, BUSKERUD, Norge",Hokksund,DNB Eiendom,Ina Allum,2512340.0,available,2025-09-24T15:29:41.876Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457459+00:00
DNB,fb5f1916-4ad5-494c-9ef8-08ddfb41677a,"Strøken 3-roms eierleilighet i bygg fra 2024 | Heis, balkong og parkering i lukket garasjeanlegg | Attraktiv beliggenhet","Jorine Edlands veg 69, 4353, Klepp Stasjon, KLEPP STASJON, KLEPP, ROGALAND, Norge",Klepp Stasjon,DNB Eiendom,Sondre Aamodt,3885840.0,available,2025-09-24T15:10:40.557Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457621+00:00
DNB,fb5f1916-4ad5-494c-9ef8-08ddfb41677a,"Strøken 3-roms eierleilighet i bygg fra 2024 | Heis, balkong og parkering i lukket garasjeanlegg | Attraktiv beliggenhet","Jorine Edlands veg 69, 4353, Klepp Stasjon, KLEPP STASJON, KLEPP, ROGALAND, Norge",Klepp Stasjon,DNB Eiendom,Sondre Aamodt,3885840.0,available,2025-09-24T15:10:40.557Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457626+00:00
DNB,fb5f1916-4ad5-494c-9ef8-08ddfb41677a,"Strøken 3-roms eierleilighet i bygg fra 2024 | Heis, balkong og parkering i lukket garasjeanlegg | Attraktiv beliggenhet","Jorine Edlands veg 69, 4353, Klepp Stasjon, KLEPP STASJON, KLEPP, ROGALAND, Norge",Klepp Stasjon,DNB Eiendom,Bodil Kragebøl Ullsgård,3885840.0,available,2025-09-24T15:10:40.557Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457631+00:00
DNB,e60f14bb-590c-49dd-5823-08dddc95eb11,"Vestre Holmen. Lys og romslig 4-roms toppleilighet. Attraktiv beliggenhet. Nær buss/T-bane, Røa og Marka.","Landingsveien 11, 0770, Oslo - Røa, OSLO, OSLO, OSLO, Norge",Oslo,DNB Eiendom,Maria Olsson,6646302.0,available,2025-09-24T14:53:12.405Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457844+00:00
DNB,e60f14bb-590c-49dd-5823-08dddc95eb11,"Vestre Holmen. Lys og romslig 4-roms toppleilighet. Attraktiv beliggenhet. Nær buss/T-bane, Røa og Marka.","Landingsveien 11, 0770, Oslo - Røa, OSLO, OSLO, OSLO, Norge",Oslo,DNB Eiendom,Asya Kücükyavuz Bicak,6646302.0,available,2025-09-24T14:53:12.405Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457850+00:00
DNB,e60f14bb-590c-49dd-5823-08dddc95eb11,"Vestre Holmen. Lys og romslig 4-roms toppleilighet. Attraktiv beliggenhet. Nær buss/T-bane, Røa og Marka.","Landingsveien 11, 0770, Oslo - Røa, OSLO, OSLO, OSLO, Norge",Oslo,DNB Eiendom,Maria Olsson,6646302.0,available,2025-09-24T14:53:12.405Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457856+00:00
DNB,e60f14bb-590c-49dd-5823-08dddc95eb11,"Vestre Holmen. Lys og romslig 4-roms toppleilighet. Attraktiv beliggenhet. Nær buss/T-bane, Røa og Marka.","Landingsveien 11, 0770, Oslo - Røa, OSLO, OSLO, OSLO, Norge",Oslo,DNB Eiendom,Ferhat Taymur,6646302.0,available,2025-09-24T14:53:12.405Z,2025-09-24 20:01:28,2025-09-24T20:01:28.457861+00:00
DNB,485c6301-3839-4944-4b15-08ddbac801b3,Enebolig over 3 plan liggende sentralt på Selfors med garasje | 3 Soverom | Terrasse,"Krokveien 21, 8613, Mo I Rana, MO I RANA, RANA, NORDLAND, Norge",Mo I Rana,DNB Eiendom,Finn Hugo Amundsen,3178590.0,available,2025-09-24T14:16:17.623Z,2025-09-24 20:01:28,2025-09-24T20:01:28.458025+00:00
